player_id,Player Name,Team,Position,Games,G,A,Points,+/-,PIM,SOG,GWG,PPG,PPA,PPP,BS,Hits,SHG,SHA
8478402,Connor McDavid,EDM,C,78,41,75,116,3,20,240,9,9,24,33,30,39,1,1
8474141,Patrick Kane,CHI,RW,81,44,66,110,2,22,341,7,9,21,30,18,21,0,0
8477934,Leon Draisaitl,EDM,C,82,50,55,105,2,52,231,5,16,13,29,26,57,3,0
8473419,Brad Marchand,BOS,LW,79,36,64,100,15,96,231,9,10,24,34,19,46,3,4
8471675,Sidney Crosby,PIT,C,79,35,65,100,18,36,220,3,12,17,29,43,85,0,2
8477492,Nathan MacKinnon,COL,C,82,41,58,99,20,34,365,6,12,25,37,31,54,0,0
8476346,Johnny Gaudreau,CGY,LW,82,36,63,99,18,24,245,8,6,21,27,12,12,0,0
8474564,Steven Stamkos,TBL,C,82,45,53,98,4,37,234,6,19,21,40,40,72,2,0
8477493,Aleksander Barkov,FLA,C,82,35,61,96,-3,8,206,5,13,18,31,61,28,0,1
8478483,Mitchell Marner,TOR,RW,82,26,68,94,22,22,233,5,3,18,21,43,29,1,2
8478010,Brayden Point,TBL,C,79,41,51,92,27,28,191,7,20,15,35,43,31,0,0
8476456,Jonathan Huberdeau,FLA,LW,82,30,62,92,-14,40,226,5,11,23,34,45,57,0,0
8471218,Blake Wheeler,WPG,RW,82,20,71,91,0,60,231,3,2,31,33,53,81,2,1
8471214,Alex Ovechkin,WSH,LW,81,51,38,89,7,40,338,5,18,10,28,41,223,0,0
8475166,John Tavares,TOR,C,82,47,41,88,19,34,286,8,10,9,19,53,59,0,0
8478420,Mikko Rantanen,COL,RW,74,31,56,87,13,54,193,4,16,17,33,41,59,0,0
8478550,Artemi Panarin,NYR,LW,79,28,59,87,14,23,191,8,6,12,18,17,14,0,0
8473512,Claude Giroux,PHI,C,82,22,63,85,9,24,229,4,2,21,23,19,28,1,0
8476460,Mark Scheifele,WPG,C,82,38,46,84,8,38,199,6,12,11,23,54,54,0,3
8470613,Brent Burns,SJS,D,82,16,67,83,13,34,300,6,7,21,28,105,90,1,4
8478427,Sebastian Aho,CAR,C,82,30,53,83,25,26,243,7,3,21,24,34,65,4,1
8478403,Jack Eichel,BUF,C,77,28,54,82,-11,26,303,2,8,18,26,51,70,0,0
8473548,Phil Kessel,ARI,RW,82,27,55,82,-19,28,215,10,12,24,36,18,12,0,0
8477497,Sean Monahan,CGY,C,78,34,48,82,7,12,211,5,12,11,23,24,36,0,0
8477956,David Pastrnak,BOS,RW,66,38,43,81,6,32,235,4,17,16,33,25,57,0,0
8473604,Jonathan Toews,CHI,C,82,35,46,81,2,40,235,5,9,14,23,44,42,1,0
8475794,Tyler Seguin,DAL,C,82,33,47,80,17,18,334,8,9,18,27,47,74,0,0
8470638,Patrice Bergeron,BOS,C,65,32,47,79,23,30,205,3,9,18,27,60,43,4,3
8477496,Elias Lindholm,CGY,C,81,27,51,78,30,20,182,5,9,17,26,39,82,1,3
8475158,Ryan O'Reilly,STL,C,82,28,49,77,22,12,234,5,6,16,22,36,31,1,2
8479314,Matthew Tkachuk,CGY,LW,80,34,43,77,14,62,207,2,11,13,24,13,104,0,0
8476882,Teuvo Teravainen,CAR,LW,82,21,55,76,30,12,167,1,8,16,24,23,35,1,4
8477404,Jake Guentzel,PIT,LW,82,40,36,76,13,26,227,4,6,5,11,47,105,1,0
8476461,Sean Couturier,PHI,C,80,33,43,76,2,34,223,5,8,9,17,60,40,1,0
8479337,Alex DeBrincat,CHI,LW,82,41,35,76,0,15,220,3,13,11,24,26,35,0,0
8476455,Gabriel Landeskog,COL,LW,73,34,41,75,17,51,243,9,10,17,27,64,120,0,0
8476459,Mika Zibanejad,NYR,C,82,30,44,74,-12,47,236,5,11,12,23,66,134,2,0
8476881,Tomas Hertl,SJS,C,77,35,39,74,5,18,176,5,11,4,15,64,53,1,1
8473563,Nicklas Backstrom,WSH,C,80,22,52,74,2,30,169,5,7,18,25,30,54,0,0
8470966,Mark Giordano,CGY,D,78,17,57,74,39,69,221,2,3,18,21,144,58,4,2
8477946,Dylan Larkin,DET,C,76,32,41,73,-6,75,287,4,7,8,15,38,80,2,1
8471276,David Krejci,BOS,C,81,20,53,73,7,16,139,4,6,10,16,24,28,0,0
8475913,Mark Stone,VGK,RW,77,33,40,73,17,27,199,4,6,14,20,71,72,1,0
8479318,Auston Matthews,TOR,C,68,37,36,73,-9,12,251,5,12,8,20,60,28,0,0
8475744,Evgeny Kuznetsov,WSH,C,76,21,51,72,7,50,193,3,8,15,23,20,46,0,0
8477503,Max Domi,CBJ,C,82,28,44,72,20,80,203,2,4,7,11,39,53,0,0
8471215,Evgeni Malkin,PIT,C,68,21,51,72,-25,89,187,5,9,17,26,33,54,0,0
8476853,Morgan Rielly,TOR,D,82,20,52,72,24,14,223,5,3,18,21,114,61,0,0
8471228,Alexander Radulov,DAL,RW,70,29,43,72,22,54,209,7,7,16,23,83,60,0,0
8474884,Mike Hoffman,STL,C,82,36,34,70,-24,30,253,6,17,18,35,26,42,0,0
8475168,Matt Duchene,NSH,C,73,31,39,70,-3,8,172,1,6,8,14,40,28,0,0
8474149,Evgenii Dadonov,OTT,RW,82,28,42,70,-6,8,195,4,8,9,17,42,33,0,0
8474590,John Carlson,WSH,D,80,13,57,70,21,34,185,1,3,30,33,164,54,0,0
8474053,Logan Couture,SJS,C,81,27,43,70,-6,22,204,3,6,12,18,52,65,2,0
8474715,Cam Atkinson,CBJ,RW,80,41,28,69,3,20,295,8,8,6,14,25,27,4,0
8476454,Ryan Nugent-Hopkins,EDM,C,82,28,41,69,-13,26,208,3,8,18,26,40,69,1,2
8478414,Timo Meier,SJS,RW,78,30,36,66,9,55,250,2,6,4,10,40,99,0,1
8478398,Kyle Connor,WPG,LW,82,34,32,66,-7,18,227,5,11,8,19,21,9,1,0
8474161,Jakub Voracek,PHI,RW,78,20,46,66,-16,25,210,2,4,14,18,29,17,0,0
8480012,Elias Pettersson,VAN,C,71,28,38,66,3,12,144,7,10,12,22,51,42,0,0
8477933,Sam Reinhart,BUF,RW,82,22,43,65,-10,16,180,1,2,13,15,47,38,0,0
8470794,Joe Pavelski,DAL,C,75,38,26,64,-4,22,188,6,12,9,21,61,69,1,0
8475793,Ryan Johansen,NSH,C,80,14,50,64,7,42,136,6,0,16,16,23,95,1,1
8475784,Jeff Skinner,BUF,LW,82,40,23,63,0,36,268,7,8,8,16,24,31,0,0
8471735,Keith Yandle,FLA,D,82,9,53,62,-17,50,199,2,7,32,39,76,47,0,0
8478445,Mathew Barzal,NYI,C,82,18,44,62,-5,46,179,3,3,15,18,56,25,0,0
8479400,Pierre-Luc Dubois,WPG,LW,82,27,34,61,16,64,174,5,2,7,9,52,115,0,0
8477500,Bo Horvat,VAN,C,82,27,34,61,-4,33,227,3,7,11,18,63,62,2,1
8470610,Zach Parise,MIN,LW,74,28,33,61,-2,26,229,5,10,6,16,71,49,0,2
8476979,Erik Gustafsson,PHI,D,79,17,43,60,-6,34,160,3,4,14,18,115,100,0,0
8471685,Anze Kopitar,LAK,C,81,22,38,60,-20,30,156,3,1,18,19,66,59,2,0
8475197,Tyson Barrie,EDM,D,78,14,45,59,-3,36,218,2,2,23,25,93,48,0,0
8476539,Jonathan Marchessault,VGK,C,82,25,34,59,2,52,278,6,5,11,16,22,98,0,0
8475193,Tomas Tatar,MTL,LW,80,25,33,58,21,34,195,4,4,4,8,30,77,0,0
8478440,Dylan Strome,CHI,C,78,20,37,57,-8,20,145,3,6,10,16,46,13,0,0
8474600,Roman Josi,NSH,D,82,15,41,56,9,42,274,4,2,10,12,144,53,0,1
8474573,Josh Bailey,NYI,RW,82,16,40,56,8,21,126,4,2,12,14,32,19,1,0
8471724,Kris Letang,PIT,D,65,16,40,56,13,48,206,3,2,17,19,111,116,1,1
8476288,Ryan Dzingel,CAR,C,78,26,30,56,-9,29,159,5,5,6,11,38,54,0,0
8478444,Brock Boeser,VAN,RW,69,26,30,56,-2,22,209,3,6,9,15,22,14,0,0
8476448,William Karlsson,VGK,C,82,24,32,56,1,16,169,5,7,7,14,55,51,1,2
8478099,Kevin Labanc,SJS,RW,82,17,39,56,-1,36,130,4,2,18,20,16,66,0,0
8475169,Evander Kane,SJS,LW,75,30,26,56,-4,153,268,1,5,6,11,25,173,1,1
8478469,Thomas Chabot,OTT,D,70,14,41,55,-12,32,185,2,1,15,16,112,71,1,0
8475763,Kevin Hayes,PHI,C,71,19,36,55,-2,12,156,2,3,8,11,15,58,2,1
8475798,Mikael Granlund,NSH,C,79,16,38,54,-8,24,189,5,2,18,20,40,46,2,0
8475170,Brayden Schenn,STL,C,72,17,37,54,3,40,159,5,4,8,12,31,111,0,0
8471698,T.J. Oshie,WSH,RW,69,25,29,54,5,36,143,4,6,8,14,55,133,1,0
8475167,Victor Hedman,TBL,D,70,12,42,54,24,44,182,4,2,23,25,97,59,0,1
8476792,Torey Krug,STL,D,64,6,47,53,-2,33,151,2,2,28,30,60,53,0,0
8475754,Brock Nelson,NYI,C,82,25,28,53,20,28,181,3,2,6,8,55,51,1,0
8473994,Jamie Benn,DAL,LW,78,27,26,53,14,56,189,2,8,3,11,71,142,0,0
8476479,Phillip Danault,MTL,C,81,12,41,53,17,39,132,1,0,4,4,60,95,0,2
8475799,Nino Niederreiter,CAR,RW,82,23,30,53,-4,30,184,3,6,9,15,20,94,0,0
8475191,Reilly Smith,VGK,RW,74,19,34,53,13,14,178,1,4,10,14,33,39,1,3
8477494,Jonathan Drouin,MTL,LW,81,18,35,53,-8,26,190,3,3,13,16,23,55,0,0
8475184,Chris Kreider,NYR,LW,79,28,24,52,4,57,201,2,7,5,12,49,159,0,0
8470595,Eric Staal,BUF,C,81,22,30,52,-7,34,215,6,7,8,15,28,41,0,1
8477949,Alex Tuch,VGK,RW,74,20,32,52,13,8,180,6,3,3,6,40,92,0,0
8475848,Brendan Gallagher,MTL,RW,82,33,19,52,10,49,302,4,4,3,7,31,126,0,0
8470606,Dustin Brown,LAK,RW,72,22,29,51,-17,24,180,3,9,3,12,29,150,1,1
8475314,Anders Lee,NYI,LW,82,28,23,51,20,58,204,5,10,6,16,51,103,0,0
8466138,Joe Thornton,TOR,C,73,16,35,51,8,20,90,4,3,12,15,14,17,0,0
8475151,Kyle Palmieri,NJD,RW,74,27,23,50,-9,42,224,2,11,7,18,35,98,0,0
8479339,Patrik Laine,CBJ,RW,82,30,20,50,-24,42,245,3,15,8,23,44,70,0,0
8476887,Filip Forsberg,NSH,LW,64,28,22,50,8,26,217,4,7,3,10,29,100,2,0
8476885,Jacob Trouba,NYR,D,82,8,42,50,8,58,162,1,3,15,18,171,112,1,2
8471262,Carl Soderberg,CHI,C,82,23,26,49,-5,26,188,2,2,8,10,67,99,3,0
8478439,Travis Konecny,PHI,RW,82,24,25,49,-4,40,182,3,4,4,8,45,65,0,0
8474037,James van Riemsdyk,PHI,LW,66,27,21,48,-10,18,167,4,8,5,13,16,34,0,0
8478042,Viktor Arvidsson,NSH,RW,58,34,14,48,12,26,195,7,3,1,4,23,18,2,1
8470612,Ryan Getzlaf,ANA,C,67,14,34,48,-19,58,133,2,1,10,11,74,150,0,0
8477511,Anthony Mantha,DET,RW,67,25,23,48,-8,30,198,1,7,6,13,23,67,0,0
8476826,Yanni Gourde,TBL,C,80,22,26,48,9,66,130,5,5,4,9,30,83,1,1
8476919,Chris Tierney,OTT,C,81,9,39,48,-22,26,116,1,0,10,10,54,30,0,0
8474150,Mikael Backlund,CGY,C,77,21,26,47,34,52,205,4,1,1,2,26,52,1,1
8476438,Brandon Saad,COL,LW,80,23,24,47,-9,12,195,3,5,1,6,25,52,3,0
8479343,Clayton Keller,ARI,RW,82,14,33,47,-21,24,200,5,1,18,19,21,16,0,0
8477944,Jakub Vrana,WSH,LW,82,24,23,47,20,27,161,4,1,3,4,32,47,0,0
8477479,Tyler Bertuzzi,DET,LW,73,21,26,47,11,36,131,4,3,3,6,39,76,0,0
8474870,Tyler Johnson,TBL,C,80,29,18,47,15,28,163,4,1,7,8,32,50,1,0
8476981,Josh Anderson,MTL,RW,82,27,20,47,25,60,230,5,3,4,7,40,214,2,1
8476381,Andrew Shaw,CHI,RW,63,19,28,47,17,71,135,3,3,3,6,36,128,0,0
8476468,J.T. Miller,VAN,C,75,13,34,47,8,30,108,4,4,16,20,23,115,0,0
8470600,Ryan Suter,MIN,D,82,7,40,47,-8,41,136,2,3,12,15,109,78,1,1
8475792,Brett Connolly,FLA,RW,81,22,24,46,13,24,139,5,1,1,2,25,53,0,0
8474102,David Perron,STL,LW,57,23,23,46,3,46,112,1,7,7,14,13,52,0,0
8474151,Ryan McDonagh,TBL,D,82,9,37,46,38,34,128,1,0,3,3,161,98,0,3
8473507,Jeff Petry,MTL,D,82,13,33,46,-5,28,172,4,3,8,11,123,190,0,1
8477495,Seth Jones,CBJ,D,75,9,37,46,1,28,184,4,0,10,10,133,106,0,3
8480801,Brady Tkachuk,OTT,LW,71,22,23,45,-10,75,214,3,4,6,10,26,174,0,0
8475906,John Klingberg,DAL,D,64,10,35,45,6,12,153,5,5,15,20,77,42,0,0
8474578,Erik Karlsson,SJS,D,53,3,42,45,6,22,169,1,2,18,20,69,44,0,0
8474563,Drew Doughty,LAK,D,82,8,37,45,-34,44,154,1,7,17,24,120,168,0,1
8475172,Nazem Kadri,COL,C,73,16,28,44,-2,43,184,5,4,9,13,13,85,0,0
8480839,Rasmus Dahlin,BUF,D,82,9,35,44,-13,34,177,4,5,15,20,66,97,0,0
8475171,Oliver Ekman-Larsson,ARI,D,81,14,30,44,-16,52,176,2,5,14,19,52,162,1,2
8477953,Kasperi Kapanen,PIT,RW,78,20,24,44,12,27,174,3,1,2,3,19,92,2,0
8475218,Mattias Ekholm,NSH,D,80,8,36,44,27,47,146,3,2,5,7,107,68,0,2
8478460,Zach Werenski,CBJ,D,82,11,33,44,-12,18,168,1,2,13,15,89,67,0,0
8476483,Rickard Rakell,ANA,LW,69,18,25,43,-13,27,194,2,6,7,13,38,82,0,0
8474716,Jared Spurgeon,MIN,D,82,14,29,43,-1,20,152,0,4,7,11,145,91,0,1
8475164,Jakob Silfverberg,ANA,RW,73,24,19,43,-9,28,163,4,3,8,11,43,38,2,1
8477499,Rasmus Ristolainen,BUF,D,78,5,38,43,-41,38,182,2,1,16,17,121,235,0,0
8477341,Andreas Johnsson,NJD,LW,73,20,23,43,14,32,130,3,3,3,6,36,60,0,0
8471676,Bobby Ryan,DET,RW,78,15,27,42,-29,35,160,1,7,9,16,49,77,0,0
8478498,Jake DeBrusk,BOS,LW,68,27,15,42,2,18,156,4,8,3,11,24,45,0,0
8471669,Paul Stastny,WPG,C,50,13,29,42,14,30,103,2,1,3,4,15,35,1,1
8475722,Jason Zucker,PIT,LW,81,21,21,42,-9,28,214,5,7,7,14,38,87,0,0
8477021,Alexander Kerfoot,TOR,C,78,15,27,42,-9,38,116,1,4,12,16,29,22,0,0
8474641,Adam Henrique,ANA,C,82,18,24,42,-5,24,122,3,8,5,13,71,78,0,1
8478400,Colin White,OTT,C,71,14,27,41,-24,24,123,2,5,3,8,35,23,0,0
8477498,Darnell Nurse,EDM,D,82,10,31,41,-5,87,196,1,1,8,9,146,162,0,1
8475176,Ryan Ellis,NSH,D,82,7,34,41,21,20,149,2,1,4,5,154,71,1,0
8475786,Zach Hyman,TOR,LW,71,21,20,41,16,65,144,4,0,0,0,39,102,1,0
8476851,Alex Galchenyuk,OTT,LW,72,19,22,41,-19,34,159,4,9,12,21,34,62,0,0
8473412,Bryan Little,WPG,C,82,15,26,41,-12,26,126,5,4,3,7,29,62,0,2
8474565,Alex Pietrangelo,VGK,D,71,13,28,41,2,22,168,2,3,12,15,139,62,0,1
8475236,Cody Eakin,BUF,C,78,22,19,41,19,16,120,3,1,3,4,35,88,3,0
8476880,Tom Wilson,WSH,RW,63,22,18,40,11,128,130,2,3,2,5,52,200,2,0
8474157,Max Pacioretty,VGK,LW,66,22,18,40,-13,36,191,5,4,4,8,20,119,0,0
8473986,Alex Killorn,TBL,LW,82,18,22,40,22,45,153,2,2,3,5,23,88,1,1
8475692,Mats Zuccarello,MIN,RW,48,12,28,40,-8,24,104,1,3,12,15,43,57,0,0
8470281,Duncan Keith,CHI,D,82,6,34,40,13,70,141,1,0,3,3,144,42,0,1
8477942,Kevin Fiala,MIN,LW,83,13,26,39,-23,36,174,2,2,9,11,20,42,0,0
8478366,Frank Vatrano,FLA,C,81,24,15,39,-10,38,208,1,2,6,8,74,139,0,0
8476923,Damon Severson,NJD,D,82,11,28,39,-27,58,146,0,3,9,12,87,83,0,1
8476462,Dougie Hamilton,CAR,D,82,18,21,39,0,54,259,2,2,5,7,91,160,0,0
8476994,Vinnie Hinostroza,FLA,C,72,16,23,39,-4,14,152,3,3,2,5,41,69,0,0
8478519,Anthony Cirelli,TBL,C,82,19,20,39,25,34,123,5,0,1,1,49,94,5,1
8475098,Tyler Bozak,STL,C,72,13,25,38,-3,20,141,3,2,6,8,33,52,0,0
8476432,Boone Jenner,CBJ,C,77,16,22,38,6,42,170,3,1,2,3,70,158,1,0
8478585,Derek Ryan,CGY,C,81,13,25,38,21,24,103,1,2,5,7,19,19,0,4
8477402,Pavel Buchnevich,NYR,RW,64,21,17,38,-10,13,119,1,7,5,12,20,60,0,0
8475225,Craig Smith,BOS,C,76,21,17,38,11,20,205,2,4,4,8,33,77,0,0
8475163,Alex Chiasson,EDM,RW,73,22,16,38,-1,32,123,1,8,7,15,31,85,1,1
8480946,Dominik Kahun,EDM,C,82,13,24,37,10,6,137,2,1,1,2,27,13,0,0
8473573,Artem Anisimov,OTT,C,78,15,22,37,-2,14,142,1,1,3,4,33,25,1,0
8474586,Jordan Eberle,NYI,RW,78,19,18,37,-6,17,160,5,7,5,12,35,36,0,0
8466139,Patrick Marleau,SJS,C,82,16,21,37,-6,28,161,3,4,6,10,41,74,0,0
8475791,Taylor Hall,BUF,LW,33,11,26,37,-6,16,113,3,1,11,12,29,22,0,0
8474162,Jake Muzzin,TOR,D,80,9,28,37,21,47,141,1,1,4,5,134,172,0,1
8477506,Ryan Pulock,NYI,D,82,9,28,37,21,22,180,3,3,6,9,148,143,0,0
8477447,Shea Theodore,VGK,D,79,12,25,37,-4,20,202,1,4,5,9,91,27,0,1
8477932,Aaron Ekblad,FLA,D,82,13,24,37,1,47,180,1,5,5,10,88,114,0,0
8476906,Shayne Gostisbehere,PHI,D,78,9,28,37,-20,22,180,2,4,10,14,102,46,0,0
8477940,Nikolaj Ehlers,WPG,LW,62,21,16,37,2,15,158,4,2,5,7,16,27,0,0
8480830,Andrei Svechnikov,CAR,RW,82,20,17,37,0,62,189,3,0,5,5,26,123,0,0
8471887,Patric Hornqvist,FLA,RW,69,18,19,37,-3,26,197,2,6,6,12,34,150,0,0
8475820,Joonas Donskoi,COL,RW,80,14,23,37,10,10,115,4,1,2,3,36,36,0,0
8476399,Blake Coleman,TBL,C,78,22,14,36,-19,71,213,3,3,0,3,44,225,3,2
8475768,Jaden Schwartz,STL,LW,69,11,25,36,-6,16,183,1,2,3,5,27,61,0,0
8477416,Oliver Bjorkstrand,CBJ,RW,77,23,13,36,8,8,161,1,3,0,3,34,43,0,0
8474189,Lars Eller,WSH,C,81,13,23,36,-1,37,163,1,0,3,3,47,69,1,2
8474009,Nick Bonino,MIN,C,81,17,18,35,27,18,118,1,3,0,3,70,24,0,1
8474613,Derek Stepan,OTT,C,72,15,20,35,-2,14,195,3,1,2,3,51,50,3,0
